0,0,0,2,0
1,0.5,0.5,1.5,136.862
2,0.5,0.5,2.5,22.00053
4,0.5,1.5,0.5,165.92694
5,0.5,1.5,1.5,13.82455
8,1.5,0.5,1.5,29.97798
11,-1.5,0.5,1.5,28.13041
14,-0.5,-1.5,1.5,47.62678
20,2.5,0.5,1.5,28.48274
23,2.5,1.5,1.5,9.48024
25,0,0.5,1.5,87.73273
26,0,0.5,2.5,17.62205
32,0.5,1,1.5,14.46493
